# The following table is formatted as tab separated values. 
#GeneName	GeneId	TranscriptId	BioType	variants_impact_HIGH	variants_impact_LOW	variants_impact_MODERATE	variants_impact_MODIFIER	variants_effect_3_prime_UTR_variant	variants_effect_5_prime_UTR_premature_start_codon_gain_variant	variants_effect_5_prime_UTR_variant	variants_effect_downstream_gene_variant	variants_effect_initiator_codon_variant	variants_effect_intron_variant	variants_effect_missense_variant	variants_effect_non_coding_transcript_exon_variant	variants_effect_splice_acceptor_variant	variants_effect_splice_donor_variant	variants_effect_splice_region_variant	variants_effect_start_lost	variants_effect_stop_gained	variants_effect_stop_lost	variants_effect_stop_retained_variant	variants_effect_synonymous_variant	variants_effect_upstream_gene_variant
NCU11396	NCU11396	NCU11396-t26_1	protein_coding	0	14	3	125	0	0	0	56	0	0	3	0	0	0	0	0	0	0	0	14	69
NCU11399	NCU11399	NCU11399-t26_1	protein_coding	0	17	5	97	4	0	5	55	0	2	5	0	0	0	0	0	0	0	0	17	31
NCU11402	NCU11402	NCU11402-t26_1	protein_coding	0	2	0	146	3	0	2	79	0	0	0	0	0	0	0	0	0	0	0	2	62
NCU11405	NCU11405	NCU11405-t26_1	protein_coding	1	17	11	104	0	0	1	73	0	5	11	0	1	0	1	0	0	0	0	17	26
NCU11406	NCU11406	NCU11406-t26_1	protein_coding	0	11	9	137	22	0	0	69	0	2	9	0	0	0	0	0	0	0	0	11	44
NCU11409	NCU11409	NCU11409-t26_1	protein_coding	0	40	13	127	4	0	2	74	0	0	13	0	0	0	0	0	0	0	0	40	47
NCU11410	NCU11410	NCU11410-t26_1	protein_coding	0	8	3	134	4	0	2	74	0	2	3	0	0	0	0	0	0	0	0	8	52
NCU11411	NCU11411	NCU11411-t26_1	protein_coding	0	7	3	121	7	0	0	41	0	0	3	0	0	0	0	0	0	0	0	7	73
NCU11414	NCU11414	NCU11414-t26_1	protein_coding	0	23	5	137	3	0	4	71	0	0	5	0	0	0	0	0	0	0	0	23	59
NCU11415	NCU11415	NCU11415-t26_1	protein_coding	0	19	6	144	4	0	4	69	0	0	6	0	0	0	0	0	0	0	0	19	67
NCU11416	NCU11416	NCU11416-t26_1	protein_coding	1	5	7	149	0	0	0	66	0	1	7	0	0	0	1	0	1	0	0	5	82
NCU11417	NCU11417	NCU11417-t26_1	protein_coding	0	15	3	133	2	0	4	52	0	0	3	0	0	0	0	0	0	0	0	15	75
NCU11424	NCU11424	NCU11424-t26_1	protein_coding	0	24	5	108	1	0	4	26	0	0	5	0	0	0	0	0	0	0	0	24	77
NCU11426	NCU11426	NCU11426-t26_1	protein_coding	0	36	11	136	7	1	8	74	0	11	11	0	0	0	3	0	0	0	0	32	39
NCU11427	NCU11427	NCU11427-t26_1	protein_coding	0	16	4	86	0	0	8	72	0	2	4	0	0	0	0	0	0	0	0	16	4
NCU12021	NCU12021	NCU12021-t26_1	protein_coding	0	13	2	123	1	0	2	65	0	0	2	0	0	0	0	0	0	0	0	13	55
NCU12022	NCU12022	NCU12022-t26_1	protein_coding	0	11	4	126	12	1	7	55	0	0	4	0	0	0	0	0	0	0	0	10	52
NCU12023	NCU12023	NCU12023-t26_1	protein_coding	0	21	1	117	3	0	4	58	0	1	1	0	0	0	0	0	0	0	0	21	51
NCU12024	NCU12024	NCU12024-t26_1	protein_coding	0	11	11	111	3	0	0	44	0	0	11	0	0	0	0	0	0	0	0	11	64
NCU12025	NCU12025	NCU12025-t26_1	protein_coding	0	1	2	138	0	0	0	83	0	8	2	0	0	0	0	0	0	0	0	1	47
NCU12026	NCU12026	NCU12026-t26_1	protein_coding	0	26	14	114	0	0	0	63	0	0	14	0	0	0	0	0	0	0	0	26	51
NCU12028	NCU12028	NCU12028-t26_1	protein_coding	0	2	5	141	4	0	0	74	0	0	5	0	0	0	0	0	0	0	0	2	63
NCU12033	NCU12033	NCU12033-t26_1	protein_coding	0	20	5	144	0	1	5	73	0	2	5	0	0	0	0	0	0	0	0	19	64
NCU12034	NCU12034	NCU12034-t26_1	protein_coding	0	13	8	140	0	0	0	61	0	0	8	0	0	0	0	0	0	0	0	13	79
NCU12035	NCU12035	NCU12035-t26_1	protein_coding	0	2	8	146	5	0	6	72	0	0	8	0	0	0	0	0	0	0	0	2	63
NCU12036	NCU12036	NCU12036-t26_1	protein_coding	0	1	0	114	0	0	0	57	0	0	0	0	0	0	0	0	0	0	0	1	57
NCU12039	NCU12039	NCU12039-t26_1	protein_coding	0	6	2	115	0	0	0	58	0	6	2	0	0	0	1	0	0	0	0	5	52
NCU12040	NCU12040	NCU12040-t26_1	protein_coding	0	30	17	144	29	0	0	45	0	5	17	0	0	0	1	0	0	0	0	29	66
NCU12044	NCU12044	NCU12044-t26_1	protein_coding	0	3	5	107	0	0	0	50	0	0	5	0	0	0	0	0	0	0	0	3	57
NCU12045	NCU12045	NCU12045-t26_1	protein_coding	0	1	3	141	0	0	0	60	0	4	3	0	0	0	0	0	0	0	0	1	77
NCU12046	NCU12046	NCU12046-t26_1	protein_coding	0	26	7	108	1	0	1	42	0	0	7	0	0	0	0	0	0	0	1	25	64
NCU12050	NCU12050	NCU12050-t26_1	protein_coding	0	5	3	174	2	0	1	76	0	0	3	0	0	0	0	0	0	0	0	5	95
NCU12051	NCU12051	NCU12051-t26_1	protein_coding	0	5	11	170	0	0	0	80	0	0	11	0	0	0	0	0	0	0	0	5	90
NCU12052	NCU12052	NCU12052-t26_1	protein_coding	0	9	5	148	0	0	0	79	0	0	5	0	0	0	0	0	0	0	0	9	69
NCU12057	NCU12057	NCU12057-t26_1	protein_coding	0	1	3	66	0	0	0	19	0	0	3	0	0	0	0	0	0	0	0	1	47
NCU12058	NCU12058	NCU12058-t26_1	protein_coding	0	14	4	87	0	0	0	21	0	2	4	0	0	0	0	0	0	0	0	14	64
NCU12065	NCU12065	NCU12065-t26_1	protein_coding	1	5	5	137	7	1	8	62	0	0	5	0	0	0	0	0	1	0	0	4	60
NCU12067	NCU12067	NCU12067-t26_1	protein_coding	0	0	3	165	1	0	0	82	0	0	3	0	0	0	0	0	0	0	0	0	82
NCU12068	NCU12068	NCU12068-t26_1	protein_coding	0	11	11	159	2	0	4	76	0	0	11	0	0	0	0	0	0	0	0	11	77
NCU12069	NCU12069	NCU12069-t26_1	protein_coding	0	18	11	131	1	0	1	59	0	0	11	0	0	0	0	0	0	0	0	18	70
NCU12075	NCU12075	NCU12075-t26_1	protein_coding	0	7	5	167	0	0	0	75	0	1	5	0	0	0	0	0	0	0	0	7	91
NCU12076	NCU12076	NCU12076-t26_1	protein_coding	0	0	3	110	0	0	0	12	0	2	3	0	0	0	0	0	0	0	0	0	96
NCU12077	NCU12077	NCU12077-t26_1	protein_coding	0	1	8	138	5	0	0	54	0	0	8	0	0	0	0	0	0	0	0	1	79
NCU12078	NCU12078	NCU12078-t26_1	protein_coding	1	0	5	147	0	0	0	71	0	0	5	0	0	0	0	0	1	0	0	0	76
NCU12084	NCU12084	NCU12084-t26_1	protein_coding	0	7	6	172	4	0	1	74	0	1	6	0	0	0	0	0	0	0	0	7	92
NCU12085	NCU12085	NCU12085-t26_1	protein_coding	0	1	5	158	0	0	0	72	0	0	5	0	0	0	0	0	0	0	0	1	86
NCU12086	NCU12086	NCU12086-t26_1	protein_coding	0	8	10	205	0	0	0	108	0	4	10	0	0	0	0	0	0	0	0	8	93
NCU12087	NCU12087	NCU12087-t26_1	protein_coding	0	49	16	168	2	1	4	93	0	0	16	0	0	0	0	0	0	0	0	48	69
NCU12091	NCU12091	NCU12091-t26_1	protein_coding	0	3	7	153	0	2	10	69	0	0	7	0	0	0	0	0	0	0	0	1	74
NCU12092	NCU12092	NCU12092-t26_1	protein_coding	0	1	6	147	11	0	0	65	0	0	6	0	0	0	0	0	0	0	0	1	71
NCU12097	NCU12097	NCU12097-t26_1	protein_coding	1	1	5	124	4	0	4	63	0	0	5	0	0	0	0	0	1	0	0	1	53
NCU12099	NCU12099	NCU12099-t26_1	protein_coding	0	2	6	174	0	0	0	79	0	4	6	0	0	0	1	0	0	0	0	1	92
NCU12100	NCU12100	NCU12100-t26_1	protein_coding	0	4	1	179	0	0	0	88	0	5	1	0	0	0	2	0	0	0	0	2	88
NCU12104	NCU12104	NCU12104-t26_1	protein_coding	1	4	7	193	7	1	10	75	0	14	7	0	0	0	2	1	0	0	1	0	87
NCU12107	NCU12107	NCU12107-t26_1	protein_coding	0	10	14	172	0	0	0	82	0	1	14	0	0	0	0	0	0	0	0	10	89
NCU12111	NCU12111	NCU12111-t26_1	protein_coding	0	12	2	176	30	0	3	74	0	2	2	0	0	0	3	0	0	0	0	10	69
NCU12112	NCU12112	NCU12112-t26_1	protein_coding	0	15	9	145	2	0	1	79	0	8	9	0	0	0	1	0	0	0	0	14	56
NCU12112	NCU12112	NCU12112-t26_2	protein_coding	0	16	11	140	0	0	0	81	0	5	11	0	0	0	1	0	0	0	0	15	55
NCU12114	NCU12114	NCU12114-t26_1	protein_coding	0	39	5	154	2	1	4	66	0	3	5	0	0	0	2	0	0	0	0	37	79
NCU12119	NCU12119	NCU12119-t26_1	protein_coding	0	1	2	81	0	0	0	43	0	0	2	0	0	0	0	0	0	0	0	1	38
NCU12120	NCU12120	NCU12120-t26_1	protein_coding	0	5	4	146	2	0	4	53	0	0	4	0	0	0	0	0	0	0	0	5	87
NCU12121	NCU12121	NCU12121-t26_1	protein_coding	1	4	9	123	2	0	0	54	0	0	9	0	0	0	0	0	0	1	0	4	67
NCU12125	NCU12125	NCU12125-t26_1	protein_coding	0	2	2	103	2	0	3	54	0	2	2	0	0	0	0	0	0	0	0	2	42
NCU12126	NCU12126	NCU12126-t26_1	protein_coding	0	12	6	96	0	0	0	50	0	1	6	0	0	0	0	0	0	0	0	12	45
NCU12130	NCU12130	NCU12130-t26_1	protein_coding	0	12	1	168	3	2	14	73	0	4	1	0	0	0	1	0	0	0	0	10	74
NCU12131	NCU12131	NCU12131-t26_1	protein_coding	1	4	2	148	3	0	1	77	0	0	2	0	0	0	0	0	0	1	0	4	67
NCU12132	NCU12132	NCU12132-t26_1	protein_coding	1	1	1	136	6	1	2	52	0	0	1	0	0	0	0	0	1	0	0	0	76
NCU12137	NCU12137	NCU12137-t26_1	protein_coding	0	3	8	145	4	0	0	64	0	0	8	0	0	0	0	0	0	0	0	3	77
NCU12144	NCU12144	NCU12144-t26_1	protein_coding	1	8	7	116	6	0	3	57	0	0	7	0	0	0	0	0	1	0	0	8	50
NCU12150	NCU12150	NCU12150-t26_1	protein_coding	0	0	1	98	0	0	0	42	0	0	1	0	0	0	0	0	0	0	0	0	56
NCU12151	NCU12151	NCU12151-t26_1	protein_coding	0	2	1	104	5	0	0	57	0	0	1	0	0	0	0	0	0	0	0	2	42
NCU12152	NCU12152	NCU12152-t26_1	protein_coding	0	9	5	107	18	0	0	61	0	0	5	0	0	0	0	0	0	0	0	9	28
NCU12154	NCU12154	NCU12154-t26_1	protein_coding	0	1	4	111	0	0	0	55	0	0	4	0	0	0	0	0	0	0	0	1	56
NCU12156	NCU12156	NCU12156-t26_1	protein_coding	0	1	2	136	0	0	0	66	0	0	2	0	0	0	0	0	0	0	0	1	70
NCU14001	NCU14001	NCU14001-t26_1	lincRNA	0	1	0	80	0	0	0	56	0	2	0	10	0	0	1	0	0	0	0	0	13
NCU14002	NCU14002	NCU14002-t26_1	lincRNA	0	0	0	138	0	0	0	85	0	0	0	6	0	0	0	0	0	0	0	0	47
NCU14003	NCU14003	NCU14003-t26_1	lincRNA	0	0	0	148	0	0	0	45	0	0	0	12	0	0	0	0	0	0	0	0	91
NCU14004	NCU14004	NCU14004-t26_1	lincRNA	0	0	0	135	0	0	0	63	0	0	0	10	0	0	0	0	0	0	0	0	62
NCU14005	NCU14005	NCU14005-t26_1	lincRNA	0	0	0	168	0	0	0	80	0	0	0	17	0	0	0	0	0	0	0	0	71
NCU14006	NCU14006	NCU14006-t26_1	lincRNA	0	1	0	176	0	0	0	82	0	0	0	30	0	0	1	0	0	0	0	0	65
NCU14007	NCU14007	NCU14007-t26_1	lincRNA	0	0	0	148	0	0	0	67	0	0	0	19	0	0	0	0	0	0	0	0	62
NCU14008	NCU14008	NCU14008-t26_1	lincRNA	0	0	0	144	0	0	0	79	0	0	0	8	0	0	0	0	0	0	0	0	57
NCU14009	NCU14009	NCU14009-t26_1	lincRNA	0	0	0	94	0	0	0	47	0	1	0	8	0	0	0	0	0	0	0	0	38
NCU14010	NCU14010	NCU14010-t26_1	lincRNA	0	1	0	76	0	0	0	26	0	1	0	9	0	0	1	0	0	0	0	0	41
NCU14011	NCU14011	NCU14011-t26_1	lincRNA	0	0	0	161	0	0	0	51	0	0	0	19	0	0	0	0	0	0	0	0	91
NCU14012	NCU14012	NCU14012-t26_1	lincRNA	0	1	0	174	0	0	0	59	0	2	0	38	0	0	1	0	0	0	0	0	76
NCU14013	NCU14013	NCU14013-t26_1	lincRNA	0	0	0	151	0	0	0	69	0	0	0	16	0	0	0	0	0	0	0	0	66
NCU14014	NCU14014	NCU14014-t26_1	lincRNA	0	0	0	160	0	0	0	67	0	0	0	9	0	0	0	0	0	0	0	0	84
NCU14015	NCU14015	NCU14015-t26_1	lincRNA	0	0	0	159	0	0	0	84	0	1	0	10	0	0	0	0	0	0	0	0	64
NCU14016	NCU14016	NCU14016-t26_1	lincRNA	0	1	0	194	0	0	0	70	0	13	0	16	0	0	1	0	0	0	0	0	96
NCU14017	NCU14017	NCU14017-t26_1	lincRNA	0	0	0	143	0	0	0	51	0	0	0	12	0	0	0	0	0	0	0	0	80
NCU14018	NCU14018	NCU14018-t26_1	lincRNA	0	0	0	157	0	0	0	64	0	0	0	7	0	0	0	0	0	0	0	0	86
NCU14019	NCU14019	NCU14019-t26_1	lincRNA	0	0	0	153	0	0	0	65	0	0	0	16	0	0	0	0	0	0	0	0	72
NCU14020	NCU14020	NCU14020-t26_1	lincRNA	0	0	0	180	0	0	0	92	0	0	0	13	0	0	0	0	0	0	0	0	75
NCU14021	NCU14021	NCU14021-t26_1	lincRNA	0	0	0	168	0	0	0	87	0	3	0	9	0	0	0	0	0	0	0	0	69
NCU14022	NCU14022	NCU14022-t26_1	lincRNA	0	0	0	171	0	0	0	86	0	0	0	14	0	0	0	0	0	0	0	0	71
NCU14023	NCU14023	NCU14023-t26_1	lincRNA	1	1	0	188	0	0	0	58	0	3	0	38	0	1	1	0	0	0	0	0	91
NCU14024	NCU14024	NCU14024-t26_1	lincRNA	0	0	0	210	0	0	0	90	0	0	0	14	0	0	0	0	0	0	0	0	106
NCU14025	NCU14025	NCU14025-t26_1	lincRNA	0	2	0	143	0	0	0	56	0	1	0	11	0	0	2	0	0	0	0	0	77
NCU14026	NCU14026	NCU14026-t26_1	lincRNA	0	1	0	192	0	0	0	66	0	7	0	17	0	0	1	0	0	0	0	0	103
NCU14027	NCU14027	NCU14027-t26_1	lincRNA	0	1	0	205	0	0	0	100	0	4	0	9	0	0	1	0	0	0	0	0	93
NCU14028	NCU14028	NCU14028-t26_1	lincRNA	0	0	0	177	0	0	0	93	0	3	0	6	0	0	0	0	0	0	0	0	75
NCU14029	NCU14029	NCU14029-t26_1	lincRNA	0	0	0	213	0	0	0	72	0	0	0	49	0	0	0	0	0	0	0	0	92
NCU14030	NCU14030	NCU14030-t26_1	lincRNA	0	0	0	165	0	0	0	91	0	0	0	11	0	0	0	0	0	0	0	0	63
NCU14031	NCU14031	NCU14031-t26_1	lincRNA	0	0	0	137	0	0	0	62	0	0	0	11	0	0	0	0	0	0	0	0	64
NCU14032	NCU14032	NCU14032-t26_1	lincRNA	0	0	0	144	0	0	0	63	0	7	0	12	0	0	0	0	0	0	0	0	62
NCU14033	NCU14033	NCU14033-t26_1	lincRNA	0	0	0	167	0	0	0	93	0	0	0	6	0	0	0	0	0	0	0	0	68
NCU14034	NCU14034	NCU14034-t26_1	lincRNA	0	1	0	124	0	0	0	39	0	4	0	12	0	0	1	0	0	0	0	0	70
NCU14035	NCU14035	NCU14035-t26_1	lincRNA	0	2	0	134	0	0	0	56	0	5	0	4	0	0	2	0	0	0	0	0	71
NCU14036	NCU14036	NCU14036-t26_1	lincRNA	0	0	0	132	0	0	0	70	0	0	0	8	0	0	0	0	0	0	0	0	54
NCU14037	NCU14037	NCU14037-t26_1	lincRNA	0	0	0	161	0	0	0	75	0	0	0	16	0	0	0	0	0	0	0	0	70
NCU14038	NCU14038	NCU14038-t26_1	lincRNA	0	0	0	171	0	0	0	89	0	7	0	6	0	0	0	0	0	0	0	0	69
NCU14039	NCU14039	NCU14039-t26_1	lincRNA	0	0	0	145	0	0	0	68	0	1	0	12	0	0	0	0	0	0	0	0	64
NCU14040	NCU14040	NCU14040-t26_1	lincRNA	0	0	0	147	0	0	0	63	0	0	0	15	0	0	0	0	0	0	0	0	69
NCU14041	NCU14041	NCU14041-t26_1	lincRNA	0	1	0	222	0	0	0	97	0	5	0	9	0	0	1	0	0	0	0	0	112
NCU14042	NCU14042	NCU14042-t26_1	lincRNA	0	0	0	161	0	0	0	75	0	0	0	16	0	0	0	0	0	0	0	0	70
NCU14043	NCU14043	NCU14043-t26_1	lincRNA	0	0	0	136	0	0	0	68	0	1	0	5	0	0	0	0	0	0	0	0	62
NCU14044	NCU14044	NCU14044-t26_1	lincRNA	0	0	0	138	0	0	0	72	0	0	0	10	0	0	0	0	0	0	0	0	56
NCU14045	NCU14045	NCU14045-t26_1	lincRNA	0	0	0	138	0	0	0	74	0	1	0	13	0	0	0	0	0	0	0	0	50
NCU14046	NCU14046	NCU14046-t26_1	lincRNA	0	0	0	132	0	0	0	47	0	0	0	14	0	0	0	0	0	0	0	0	71
NCU14047	NCU14047	NCU14047-t26_1	lincRNA	0	0	0	152	0	0	0	68	0	8	0	12	0	0	0	0	0	0	0	0	64
NCU14048	NCU14048	NCU14048-t26_1	lincRNA	0	0	0	108	0	0	0	54	0	0	0	4	0	0	0	0	0	0	0	0	50
NCU14049	NCU14049	NCU14049-t26_1	lincRNA	0	0	0	151	0	0	0	42	0	0	0	20	0	0	0	0	0	0	0	0	89
NCU14050	NCU14050	NCU14050-t26_1	lincRNA	0	0	0	136	0	0	0	78	0	1	0	9	0	0	0	0	0	0	0	0	48
NCU14051	NCU14051	NCU14051-t26_1	lincRNA	0	0	0	162	0	0	0	76	0	6	0	12	0	0	0	0	0	0	0	0	68
NCU14052	NCU14052	NCU14052-t26_1	lincRNA	1	1	0	142	0	0	0	66	0	3	0	7	1	0	1	0	0	0	0	0	68
NCU14053	NCU14053	NCU14053-t26_1	lincRNA	0	0	0	119	0	0	0	53	0	1	0	7	0	0	0	0	0	0	0	0	58
NCU14054	NCU14054	NCU14054-t26_1	lincRNA	0	1	0	153	0	0	0	65	0	3	0	4	0	0	1	0	0	0	0	0	82
NCU14055	NCU14055	NCU14055-t26_1	lincRNA	0	0	0	140	0	0	0	66	0	0	0	23	0	0	0	0	0	0	0	0	51
NCU14056	NCU14056	NCU14056-t26_1	lincRNA	0	1	0	143	0	0	0	64	0	1	0	17	0	0	1	0	0	0	0	0	62
NCU14057	NCU14057	NCU14057-t26_1	lincRNA	0	0	0	142	0	0	0	54	0	0	0	17	0	0	0	0	0	0	0	0	71
NCU14058	NCU14058	NCU14058-t26_1	lincRNA	0	0	0	130	0	0	0	60	0	2	0	7	0	0	0	0	0	0	0	0	61
NCU14059	NCU14059	NCU14059-t26_1	lincRNA	0	0	0	124	0	0	0	53	0	2	0	8	0	0	0	0	0	0	0	0	61
NCU14060	NCU14060	NCU14060-t26_1	lincRNA	0	0	0	129	0	0	0	57	0	0	0	10	0	0	0	0	0	0	0	0	62
NCU14061	NCU14061	NCU14061-t26_1	lincRNA	0	0	0	125	0	0	0	64	0	0	0	13	0	0	0	0	0	0	0	0	48
NCU14062	NCU14062	NCU14062-t26_1	lincRNA	0	1	0	163	0	0	0	52	0	1	0	20	0	0	1	0	0	0	0	0	91
NCU14063	NCU14063	NCU14063-t26_1	lincRNA	0	0	0	127	0	0	0	71	0	0	0	3	0	0	0	0	0	0	0	0	53
NCU14064	NCU14064	NCU14064-t26_1	lincRNA	0	0	0	163	0	0	0	76	0	0	0	6	0	0	0	0	0	0	0	0	81
NCU14065	NCU14065	NCU14065-t26_1	lincRNA	0	1	0	157	0	0	0	80	0	2	0	4	0	0	1	0	0	0	0	0	72
NCU14066	NCU14066	NCU14066-t26_1	lincRNA	0	0	0	151	0	0	0	72	0	2	0	13	0	0	0	0	0	0	0	0	64
NCU14067	NCU14067	NCU14067-t26_1	lincRNA	0	0	0	155	0	0	0	81	0	0	0	18	0	0	0	0	0	0	0	0	56
NCU14068	NCU14068	NCU14068-t26_1	lincRNA	0	1	0	140	0	0	0	64	0	3	0	12	0	0	1	0	0	0	0	0	62
NCU14069	NCU14069	NCU14069-t26_1	lincRNA	0	0	0	123	0	0	0	49	0	1	0	7	0	0	0	0	0	0	0	0	66
NCU14070	NCU14070	NCU14070-t26_1	lincRNA	0	0	0	98	0	0	0	46	0	0	0	6	0	0	0	0	0	0	0	0	46
NCU14071	NCU14071	NCU14071-t26_1	lincRNA	0	0	0	152	0	0	0	75	0	3	0	4	0	0	0	0	0	0	0	0	70
NCU14072	NCU14072	NCU14072-t26_1	lincRNA	0	0	0	158	0	0	0	92	0	0	0	11	0	0	0	0	0	0	0	0	55
NCU14073	NCU14073	NCU14073-t26_1	lincRNA	0	0	0	139	0	0	0	76	0	0	0	15	0	0	0	0	0	0	0	0	48
NCU14074	NCU14074	NCU14074-t26_1	lincRNA	0	0	0	157	0	0	0	65	0	0	0	11	0	0	0	0	0	0	0	0	81
NCU14076	NCU14076	NCU14076-t26_1	lincRNA	0	1	0	132	0	0	0	61	0	0	0	6	0	0	1	0	0	0	0	0	66
NCU14077	NCU14077	NCU14077-t26_1	lincRNA	0	0	0	141	0	0	0	70	0	1	0	7	0	0	0	0	0	0	0	0	63
NCU14078	NCU14078	NCU14078-t26_1	lincRNA	0	0	0	128	0	0	0	40	0	0	0	17	0	0	0	0	0	0	0	0	71
NCU14079	NCU14079	NCU14079-t26_1	lincRNA	0	1	0	108	0	0	0	37	0	3	0	15	0	0	1	0	0	0	0	0	54
NCU14080	NCU14080	NCU14080-t26_1	lincRNA	0	0	0	145	0	0	0	63	0	0	0	12	0	0	0	0	0	0	0	0	70
NCU14081	NCU14081	NCU14081-t26_1	lincRNA	0	0	0	145	0	0	0	64	0	0	0	16	0	0	0	0	0	0	0	0	65
NCU14082	NCU14082	NCU14082-t26_1	lincRNA	0	0	0	164	0	0	0	89	0	1	0	7	0	0	0	0	0	0	0	0	67
NCU14083	NCU14083	NCU14083-t26_1	lincRNA	0	0	0	147	0	0	0	73	0	4	0	5	0	0	0	0	0	0	0	0	65
NCU14084	NCU14084	NCU14084-t26_1	lincRNA	0	0	0	171	0	0	0	62	0	0	0	23	0	0	0	0	0	0	0	0	86
NCU14085	NCU14085	NCU14085-t26_1	lincRNA	1	0	0	183	0	0	0	76	0	6	0	14	0	1	0	0	0	0	0	0	88
NCU14086	NCU14086	NCU14086-t26_1	lincRNA	0	0	0	168	0	0	0	71	0	0	0	20	0	0	0	0	0	0	0	0	77
NCU14087	NCU14087	NCU14087-t26_1	lincRNA	0	0	0	144	0	0	0	65	0	0	0	5	0	0	0	0	0	0	0	0	74
NCU14088	NCU14088	NCU14088-t26_1	lincRNA	0	0	0	101	0	0	0	22	0	2	0	6	0	0	0	0	0	0	0	0	71
NCU14089	NCU14089	NCU14089-t26_1	lincRNA	0	2	0	167	0	0	0	69	0	4	0	10	0	0	2	0	0	0	0	0	86
NCU14090	NCU14090	NCU14090-t26_1	lincRNA	0	0	0	178	0	0	0	90	0	8	0	11	0	0	0	0	0	0	0	0	69
NCU14091	NCU14091	NCU14091-t26_1	lincRNA	0	0	0	141	0	0	0	75	0	0	0	11	0	0	0	0	0	0	0	0	55
NCU14092	NCU14092	NCU14092-t26_1	lincRNA	0	0	0	140	0	0	0	67	0	0	0	7	0	0	0	0	0	0	0	0	66
NCU14093	NCU14093	NCU14093-t26_1	lincRNA	0	0	0	141	0	0	0	51	0	0	0	23	0	0	0	0	0	0	0	0	67
NCU14094	NCU14094	NCU14094-t26_1	lincRNA	0	0	0	92	0	0	0	40	0	2	0	4	0	0	0	0	0	0	0	0	46
NCU14095	NCU14095	NCU14095-t26_1	lincRNA	0	0	0	65	0	0	0	15	0	0	0	15	0	0	0	0	0	0	0	0	35
NCU14096	NCU14096	NCU14096-t26_1	lincRNA	0	0	0	164	0	0	0	83	0	1	0	2	0	0	0	0	0	0	0	0	78
NCU14097	NCU14097	NCU14097-t26_1	lincRNA	0	0	0	157	0	0	0	82	0	0	0	15	0	0	0	0	0	0	0	0	60
NCU14098	NCU14098	NCU14098-t26_1	lincRNA	0	1	0	156	0	0	0	69	0	0	0	34	0	0	1	0	0	0	0	0	54
NCU14099	NCU14099	NCU14099-t26_1	lincRNA	0	0	0	141	0	0	0	53	0	7	0	14	0	0	0	0	0	0	0	0	67
NCU14100	NCU14100	NCU14100-t26_1	lincRNA	0	0	0	135	0	0	0	65	0	1	0	4	0	0	0	0	0	0	0	0	65
NCU14101	NCU14101	NCU14101-t26_1	lincRNA	0	0	0	97	0	0	0	44	0	1	0	8	0	0	0	0	0	0	0	0	44
NCU14102	NCU14102	NCU14102-t26_1	lincRNA	0	0	0	176	0	0	0	43	0	1	0	14	0	0	0	0	0	0	0	0	118
NCU14103	NCU14103	NCU14103-t26_1	lincRNA	0	1	0	141	0	0	0	69	0	0	0	8	0	0	1	0	0	0	0	0	65
NCU14104	NCU14104	NCU14104-t26_1	lincRNA	0	0	0	154	0	0	0	68	0	1	0	12	0	0	0	0	0	0	0	0	73
NCU14105	NCU14105	NCU14105-t26_1	lincRNA	0	0	0	138	0	0	0	72	0	0	0	18	0	0	0	0	0	0	0	0	48
NCU14106	NCU14106	NCU14106-t26_1	lincRNA	0	0	0	141	0	0	0	68	0	0	0	14	0	0	0	0	0	0	0	0	59
NCU14107	NCU14107	NCU14107-t26_1	lincRNA	0	0	0	106	0	0	0	48	0	0	0	8	0	0	0	0	0	0	0	0	50
NCU14108	NCU14108	NCU14108-t26_1	lincRNA	0	0	0	109	0	0	0	50	0	0	0	15	0	0	0	0	0	0	0	0	44
NCU14109	NCU14109	NCU14109-t26_1	lincRNA	0	0	0	149	0	0	0	62	0	0	0	14	0	0	0	0	0	0	0	0	73
NCU14110	NCU14110	NCU14110-t26_1	lincRNA	0	2	0	147	0	0	0	69	0	2	0	11	0	0	2	0	0	0	0	0	67
NCU14111	NCU14111	NCU14111-t26_1	lincRNA	0	0	0	150	0	0	0	74	0	0	0	8	0	0	0	0	0	0	0	0	68
NCU14112	NCU14112	NCU14112-t26_1	lincRNA	0	0	0	138	0	0	0	56	0	0	0	11	0	0	0	0	0	0	0	0	71
NCU14113	NCU14113	NCU14113-t26_1	lincRNA	0	1	0	98	0	0	0	51	0	0	0	7	0	0	1	0	0	0	0	0	41
NCU14114	NCU14114	NCU14114-t26_1	lincRNA	0	0	0	157	0	0	0	80	0	0	0	15	0	0	0	0	0	0	0	0	62
NCU14115	NCU14115	NCU14115-t26_1	lincRNA	0	0	0	153	0	0	0	79	0	8	0	7	0	0	0	0	0	0	0	0	59
NCU14116	NCU14116	NCU14116-t26_1	lincRNA	0	0	0	100	0	0	0	30	0	0	0	13	0	0	0	0	0	0	0	0	57
NCU14117	NCU14117	NCU14117-t26_1	lincRNA	0	1	0	145	0	0	0	73	0	0	0	7	0	0	1	0	0	0	0	0	66
NCU14118	NCU14118	NCU14118-t26_1	lincRNA	0	2	0	150	0	0	0	66	0	3	0	21	0	0	2	0	0	0	0	0	62
NCU14119	NCU14119	NCU14119-t26_1	lincRNA	0	0	0	142	0	0	0	64	0	0	0	25	0	0	0	0	0	0	0	0	53
